Call ID,Agent,Date,Time,Topic,Answered (Y/N),Resolved (Y/N),Speed of Answer (seconds),Satisfaction Rating
C3827,Dan,2021-03-06,13:29,Streaming,Y,Y,25,5
C3828,Martha,2021-03-06,11:22,Admin Support,Y,Y,39,1
C3829,Greg,2021-03-06,13:54,Streaming,Y,N,44,4
C3830,Diane,2021-03-06,16:59,Technical Support,Y,Y,67,4
C3831,Greg,2021-03-06,16:04,Technical Support,Y,Y,100,1
C3832,Diane,2021-03-06,09:29,Admin Support,Y,Y,61,4
C3833,Jim,2021-03-06,10:52,Technical Support,N,,193,
C3834,Becky,2021-03-06,10:42,Streaming,Y,N,48,5
C3835,Becky,2021-03-06,16:09,Technical Support,Y,Y,31,4
C3836,Dan,2021-03-06,17:50,Streaming,Y,Y,35,5
C3837,Joe,2021-03-06,09:06,Admin Support,Y,N,33,5
C3838,Greg,2021-03-06,16:55,Technical Support,Y,Y,48,4
C3839,Stewart,2021-03-06,11:58,Payment related,Y,Y,55,3
C3840,Martha,2021-03-06,17:07,Admin Support,Y,Y,112,5
C3841,Becky,2021-03-06,12:13,Contract related,Y,N,102,4
C3842,Martha,2021-03-06,09:35,Payment related,Y,N,107,4
C3843,Greg,2021-03-06,11:06,Contract related,N,,183,
C3844,Jim,2021-03-07,15:10,Contract related,Y,Y,40,3
C3845,Martha,2021-03-07,11:03,Streaming,Y,Y,64,1
C3846,Becky,2021-03-07,08:30,Contract related,Y,Y,108,4
C3847,Joe,2021-03-07,17:42,Technical Support,N,,180,
C3848,Dan,2021-03-07,15:24,Payment related,Y,Y,98,4
C3849,Becky,2021-03-07,16:40,Streaming,Y,Y,51,4
C3850,Jim,2021-03-07,16:25,Payment related,Y,Y,88,3
C3851,Dan,2021-03-07,11:52,Technical Support,Y,Y,66,3
C3852,Martha,2021-03-07,12:19,Payment related,Y,Y,106,5
C3853,Jim,2021-03-07,15:38,Technical Support,N,,251,
C3854,Joe,2021-03-07,16:02,Payment related,Y,Y,119,4
C3855,Joe,2021-03-07,10:38,Payment related,Y,Y,62,4
C3856,Dan,2021-03-07,09:25,Payment related,Y,Y,50,3
C3857,Diane,2021-03-07,17:59,Streaming,Y,N,108,3
C3858,Becky,2021-03-07,16:10,Admin Support,Y,Y,88,5
C3859,Joe,2021-03-07,15:35,Technical Support,Y,Y,92,3
C3860,Diane,2021-03-07,15:23,Admin Support,N,,174,
C3861,Martha,2021-03-07,15:39,Streaming,Y,Y,117,3
C3862,Stewart,2021-03-07,09:19,Contract related,Y,Y,103,5
C3863,Dan,2021-03-07,10:56,Payment related,Y,N,112,2
C3864,Diane,2021-03-07,17:15,Streaming,Y,Y,96,4
C3865,Jim,2021-03-07,13:37,Contract related,Y,N,92,4
C3866,Martha,2021-03-07,13:31,Contract related,Y,Y,59,4
C3867,Greg,2021-03-07,13:03,Streaming,Y,N,63,1
C3868,Greg,2021-03-07,09:25,Technical Support,Y,Y,86,4
C3869,Becky,2021-03-07,11:28,Payment related,Y,Y,112,5
C3870,Becky,2021-03-07,13:55,Contract related,Y,Y,54,3
C3871,Joe,2021-03-07,17:53,Payment related,Y,Y,25,4
C3872,Jim,2021-03-07,13:15,Streaming,Y,Y,68,5
C3873,Stewart,2021-03-07,15:28,Contract related,N,,264,
C3874,Stewart,2021-03-07,17:55,Streaming,Y,Y,83,5
C3875,Joe,2021-03-07,14:44,Payment related,Y,Y,26,5
C3876,Stewart,2021-03-07,12:54,Admin Support,Y,Y,91,5
C3877,Greg,2021-03-07,14:23,Admin Support,Y,Y,28,2
C3878,Joe,2021-03-07,17:36,Technical Support,N,,196,
C3879,Stewart,2021-03-07,11:47,Technical Support,Y,Y,116,4
C3880,Diane,2021-03-07,10:43,Technical Support,Y,N,102,1
C3881,Greg,2021-03-07,11:00,Contract related,Y,N,109,4
C3882,Dan,2021-03-07,16:24,Contract related,N,,241,
C3883,Diane,2021-03-07,16:04,Technical Support,N,,250,
C3884,Joe,2021-03-07,14:02,Contract related,N,,206,
C3885,Jim,2021-03-07,14:29,Admin Support,Y,Y,120,4
C3886,Joe,2021-03-07,12:31,Payment related,N,,253,
C3887,Martha,2021-03-07,15:28,Payment related,Y,N,112,3
C3888,Becky,2021-03-07,12:08,Streaming,Y,Y,84,5
C3889,Greg,2021-03-07,15:10,Streaming,Y,Y,114,3
C3890,Diane,2021-03-07,16:13,Technical Support,Y,N,119,5
C3891,Greg,2021-03-08,16:24,Payment related,Y,Y,93,4
C3892,Joe,2021-03-08,10:21,Technical Support,Y,N,91,3
C3893,Diane,2021-03-08,10:21,Technical Support,N,,154,
C3894,Greg,2021-03-08,15:55,Technical Support,N,,221,
C3895,Joe,2021-03-08,12:34,Admin Support,Y,Y,89,4
C3896,Jim,2021-03-08,15:33,Technical Support,Y,N,33,4
C3897,Joe,2021-03-08,08:15,Technical Support,N,,166,
C3898,Jim,2021-03-08,12:51,Technical Support,N,,204,
C3899,Joe,2021-03-08,14:40,Technical Support,Y,Y,44,5
C3900,Martha,2021-03-08,17:10,Streaming,Y,Y,26,4
C3901,Becky,2021-03-08,15:20,Contract related,N,,225,
C3902,Dan,2021-03-08,15:42,Technical Support,Y,Y,76,3
C3903,Diane,2021-03-08,16:31,Admin Support,Y,Y,35,5
C3904,Becky,2021-03-08,14:51,Streaming,N,,210,
C3905,Becky,2021-03-08,17:36,Technical Support,Y,Y,39,5
C3906,Jim,2021-03-08,14:32,Technical Support,Y,Y,20,3
C3907,Martha,2021-03-08,13:21,Streaming,Y,Y,108,5
C3908,Joe,2021-03-08,15:05,Technical Support,Y,Y,65,3
C3909,Martha,2021-03-08,13:08,Streaming,N,,201,
C3910,Joe,2021-03-08,12:55,Technical Support,Y,N,60,3
C3911,Joe,2021-03-08,15:36,Technical Support,Y,Y,107,4
C3912,Stewart,2021-03-08,13:58,Technical Support,Y,N,39,3
C3913,Joe,2021-03-08,14:23,Streaming,Y,Y,65,4
C3914,Jim,2021-03-08,14:27,Admin Support,N,,192,
C3915,Dan,2021-03-08,13:38,Streaming,Y,Y,109,4
C3916,Martha,2021-03-08,12:45,Payment related,Y,Y,20,5
C3917,Joe,2021-03-08,14:31,Payment related,Y,Y,24,4
C3918,Dan,2021-03-08,09:54,Technical Support,Y,Y,44,5
C3919,Jim,2021-03-08,17:28,Admin Support,Y,N,111,4
C3920,Martha,2021-03-08,12:10,Technical Support,N,,230,
C3921,Stewart,2021-03-08,17:58,Admin Support,Y,N,117,4
C3922,Dan,2021-03-08,13:18,Contract related,N,,209,
C3923,Joe,2021-03-08,12:59,Technical Support,N,,251,
C3924,Dan,2021-03-08,17:58,Technical Support,N,,255,
C3925,Dan,2021-03-08,11:26,Technical Support,Y,Y,84,3
C3926,Joe,2021-03-08,09:19,Payment related,Y,N,70,5
C3927,Greg,2021-03-08,13:10,Technical Support,Y,Y,58,5
C3928,Joe,2021-03-08,14:29,Streaming,N,,198,
C3929,Stewart,2021-03-08,12:07,Contract related,Y,N,43,5
C3930,Jim,2021-03-08,16:41,Admin Support,Y,Y,112,5
C3931,Jim,2021-03-08,11:34,Payment related,Y,Y,68,5
C3932,Jim,2021-03-08,14:46,Payment related,Y,Y,104,4
C3933,Dan,2021-03-08,11:26,Technical Support,Y,Y,114,5
C3934,Stewart,2021-03-08,16:08,Technical Support,Y,Y,67,5
C3935,Martha,2021-03-08,11:38,Payment related,Y,N,22,5
C3936,Joe,2021-03-08,15:09,Streaming,N,,164,
C3937,Dan,2021-03-08,15:11,Technical Support,N,,183,
C3938,Stewart,2021-03-08,13:55,Technical Support,N,,151,
C3939,Martha,2021-03-08,16:40,Technical Support,Y,Y,43,3
C3940,Greg,2021-03-08,12:33,Technical Support,Y,Y,83,4
C3941,Stewart,2021-03-08,16:48,Payment related,Y,N,76,5
C3942,Stewart,2021-03-08,16:05,Streaming,Y,N,36,4
C3943,Greg,2021-03-08,17:47,Technical Support,Y,Y,16,1
C3944,Jim,2021-03-08,11:38,Payment related,Y,Y,70,3
C3945,Greg,2021-03-08,13:04,Technical Support,Y,Y,109,5
C3946,Greg,2021-03-09,11:03,Streaming,Y,Y,78,4
C3947,Jim,2021-03-09,15:47,Payment related,Y,Y,49,5
C3948,Greg,2021-03-09,11:12,Contract related,Y,Y,17,3
C3949,Dan,2021-03-09,16:47,Admin Support,Y,Y,75,4
C3950,Diane,2021-03-09,11:29,Streaming,Y,Y,43,3
C3951,Greg,2021-03-09,17:14,Technical Support,Y,N,41,2
C3952,Greg,2021-03-09,17:27,Streaming,Y,Y,75,5
C3953,Stewart,2021-03-09,08:36,Streaming,N,,170,
C3954,Stewart,2021-03-09,09:14,Streaming,N,,201,
C3955,Dan,2021-03-09,09:15,Technical Support,N,,212,
C3956,Stewart,2021-03-09,15:23,Technical Support,N,,156,
C3957,Jim,2021-03-09,16:17,Technical Support,Y,Y,102,4
C3958,Greg,2021-03-09,17:25,Streaming,Y,Y,119,4
C3959,Diane,2021-03-09,09:20,Technical Support,N,,270,
C3960,Martha,2021-03-09,13:33,Payment related,N,,255,
C3961,Stewart,2021-03-09,17:56,Contract related,Y,N,108,5
C3962,Martha,2021-03-09,14:16,Payment related,N,,164,
C3963,Stewart,2021-03-09,12:31,Technical Support,N,,264,
C3964,Diane,2021-03-09,17:27,Streaming,Y,Y,50,4
C3965,Becky,2021-03-09,08:50,Streaming,Y,N,24,4
C3966,Stewart,2021-03-09,16:42,Contract related,Y,Y,31,1
C3967,Becky,2021-03-09,15:29,Contract related,Y,Y,22,3
C3968,Stewart,2021-03-09,14:24,Payment related,Y,Y,24,3
C3969,Becky,2021-03-09,15:44,Streaming,N,,155,
C3970,Jim,2021-03-09,15:37,Streaming,Y,Y,111,4
C3971,Diane,2021-03-09,09:03,Payment related,Y,Y,79,4
C3972,Jim,2021-03-09,14:13,Technical Support,N,,200,
C3973,Diane,2021-03-09,15:24,Payment related,Y,N,75,5
C3974,Stewart,2021-03-09,15:05,Contract related,N,,155,
C3975,Jim,2021-03-09,17:40,Payment related,Y,N,112,4
C3976,Joe,2021-03-09,15:24,Streaming,Y,Y,34,5
C3977,Martha,2021-03-09,10:00,Payment related,N,,187,
C3978,Diane,2021-03-09,13:40,Technical Support,Y,Y,74,4
C3979,Jim,2021-03-09,15:45,Contract related,Y,N,92,4
C3980,Stewart,2021-03-09,16:48,Streaming,Y,N,92,4
C3981,Martha,2021-03-09,12:57,Technical Support,Y,Y,70,4
C3982,Joe,2021-03-09,13:26,Technical Support,N,,193,
C3983,Martha,2021-03-09,15:57,Streaming,Y,Y,59,4
C3984,Becky,2021-03-09,16:52,Streaming,Y,N,26,4
C3985,Joe,2021-03-09,17:41,Streaming,N,,152,
C3986,Stewart,2021-03-09,15:08,Technical Support,N,,204,
C3987,Diane,2021-03-09,12:50,Streaming,Y,Y,116,3
C3988,Becky,2021-03-09,15:06,Technical Support,Y,Y,115,3
C3989,Greg,2021-03-09,12:23,Technical Support,Y,Y,28,3
C3990,Stewart,2021-03-09,15:08,Contract related,Y,Y,99,2
C3991,Jim,2021-03-09,12:37,Technical Support,Y,Y,87,4
C3992,Joe,2021-03-09,14:13,Technical Support,Y,Y,76,3
C3993,Diane,2021-03-09,12:25,Streaming,Y,N,46,4
C3994,Jim,2021-03-09,15:03,Streaming,Y,Y,35,4
C3995,Jim,2021-03-09,14:14,Technical Support,N,,185,
C3996,Becky,2021-03-09,10:36,Technical Support,Y,N,34,4
C3997,Stewart,2021-03-09,13:12,Streaming,Y,Y,33,4
C3998,Becky,2021-03-09,13:20,Streaming,Y,Y,31,3
C3999,Stewart,2021-03-09,17:02,Technical Support,Y,N,28,3
C4000,Jim,2021-03-09,09:23,Admin Support,Y,Y,95,3
C4001,Jim,2021-03-09,16:56,Technical Support,Y,Y,105,4
C4002,Diane,2021-03-09,10:11,Payment related,Y,Y,113,3
C4003,Becky,2021-03-09,14:02,Admin Support,Y,Y,75,4
C4004,Greg,2021-03-09,11:35,Technical Support,Y,Y,117,5
C4005,Greg,2021-03-09,15:09,Technical Support,N,,174,
C4006,Joe,2021-03-09,15:15,Streaming,Y,Y,43,5
C4007,Martha,2021-03-09,16:55,Contract related,Y,Y,101,4
C4008,Greg,2021-03-09,14:07,Admin Support,Y,Y,88,4
C4009,Greg,2021-03-09,12:01,Technical Support,Y,Y,79,4
C4010,Martha,2021-03-09,15:53,Admin Support,Y,Y,108,3
C4011,Dan,2021-03-10,17:43,Contract related,Y,Y,85,4
C4012,Jim,2021-03-10,11:04,Streaming,Y,Y,111,2
C4013,Martha,2021-03-10,10:54,Technical Support,N,,193,
C4014,Diane,2021-03-10,17:44,Streaming,Y,Y,90,4
C4015,Jim,2021-03-10,11:28,Technical Support,Y,Y,50,5
C4016,Becky,2021-03-10,16:57,Technical Support,Y,N,73,4
C4017,Martha,2021-03-10,09:12,Technical Support,Y,N,64,3
C4018,Dan,2021-03-10,13:48,Technical Support,Y,Y,49,5
C4019,Jim,2021-03-10,13:17,Streaming,N,,269,
C4020,Joe,2021-03-10,13:16,Streaming,N,,181,
C4021,Diane,2021-03-10,14:45,Technical Support,N,,228,
C4022,Becky,2021-03-10,11:11,Contract related,Y,N,17,3
C4023,Joe,2021-03-10,12:51,Technical Support,N,,239,
C4024,Stewart,2021-03-10,14:02,Technical Support,N,,180,
C4025,Jim,2021-03-10,09:53,Streaming,N,,227,
C4026,Greg,2021-03-10,12:21,Technical Support,Y,Y,65,1
C4027,Jim,2021-03-10,17:01,Technical Support,Y,Y,74,4
C4028,Greg,2021-03-10,16:24,Technical Support,Y,Y,98,3
C4029,Jim,2021-03-10,16:01,Contract related,Y,Y,111,2
C4030,Diane,2021-03-10,13:48,Payment related,Y,N,91,3
C4031,Jim,2021-03-10,11:59,Technical Support,Y,N,24,4
C4032,Becky,2021-03-10,14:48,Admin Support,N,,185,
C4033,Martha,2021-03-10,14:10,Technical Support,Y,N,118,4
C4034,Joe,2021-03-10,16:27,Technical Support,Y,Y,81,3
C4035,Stewart,2021-03-10,14:26,Technical Support,Y,Y,28,4
C4036,Diane,2021-03-10,15:52,Payment related,Y,N,111,2
C4037,Dan,2021-03-10,14:51,Technical Support,Y,Y,107,4
C4038,Joe,2021-03-10,10:47,Payment related,Y,Y,73,3
C4039,Becky,2021-03-10,14:19,Payment related,Y,Y,106,5
C4040,Stewart,2021-03-10,17:12,Admin Support,Y,Y,99,3
C4041,Joe,2021-03-10,14:55,Payment related,Y,Y,26,3
C4042,Diane,2021-03-10,09:59,Technical Support,Y,Y,112,4
C4043,Jim,2021-03-10,14:28,Technical Support,Y,Y,27,4
C4044,Joe,2021-03-10,11:20,Payment related,Y,Y,64,3
C4045,Diane,2021-03-10,08:44,Contract related,Y,Y,53,4
C4046,Joe,2021-03-10,16:34,Streaming,N,,234,
C4047,Stewart,2021-03-10,17:41,Technical Support,Y,N,91,5
C4048,Joe,2021-03-10,11:08,Payment related,N,,242,
C4049,Becky,2021-03-10,14:25,Contract related,Y,Y,56,2
C4050,Jim,2021-03-10,16:41,Technical Support,Y,Y,21,1
C4051,Martha,2021-03-10,15:50,Payment related,Y,Y,56,4
C4052,Joe,2021-03-10,12:54,Streaming,Y,Y,113,5
C4053,Dan,2021-03-10,14:05,Contract related,N,,150,
C4054,Dan,2021-03-10,09:47,Payment related,Y,N,100,5
C4055,Jim,2021-03-10,16:39,Admin Support,Y,N,105,5
C4056,Dan,2021-03-10,16:30,Streaming,N,,159,
C4057,Greg,2021-03-10,09:42,Technical Support,Y,N,74,5
C4058,Stewart,2021-03-10,11:26,Contract related,Y,Y,32,2
C4059,Dan,2021-03-10,09:33,Contract related,Y,Y,25,4
C4060,Greg,2021-03-10,17:52,Streaming,Y,Y,95,5
C4061,Dan,2021-03-10,11:01,Streaming,Y,Y,95,4
C4062,Diane,2021-03-10,11:32,Technical Support,Y,Y,67,5
C4063,Diane,2021-03-10,12:00,Streaming,Y,Y,106,4
C4064,Stewart,2021-03-10,11:11,Streaming,N,,169,
C4065,Becky,2021-03-10,16:40,Admin Support,N,,172,
C4066,Diane,2021-03-10,12:38,Technical Support,Y,N,87,3
C4067,Dan,2021-03-10,16:59,Technical Support,N,,203,
C4068,Greg,2021-03-10,15:16,Payment related,Y,N,117,5
C4069,Becky,2021-03-10,14:49,Technical Support,N,,263,
C4070,Diane,2021-03-10,10:19,Streaming,Y,Y,105,4
C4071,Joe,2021-03-10,11:31,Streaming,Y,Y,91,4
C4072,Becky,2021-03-10,15:03,Payment related,Y,Y,76,5
C4073,Stewart,2021-03-10,09:59,Payment related,Y,Y,108,3
C4074,Joe,2021-03-10,12:15,Streaming,Y,N,65,4
C4075,Diane,2021-03-10,08:09,Technical Support,Y,Y,15,3
C4076,Joe,2021-03-10,11:42,Technical Support,Y,Y,116,4
C4077,Joe,2021-03-10,14:22,Contract related,Y,Y,87,5
C4078,Greg,2021-03-11,11:28,Payment related,Y,Y,42,5
C4079,Jim,2021-03-11,17:29,Streaming,Y,Y,60,4
C4080,Becky,2021-03-11,15:55,Streaming,Y,N,52,5
C4081,Jim,2021-03-11,10:13,Admin Support,Y,Y,46,1
C4082,Dan,2021-03-11,17:44,Payment related,Y,Y,96,4
C4083,Dan,2021-03-11,13:14,Admin Support,Y,Y,106,4
C4084,Joe,2021-03-11,11:10,Streaming,Y,Y,52,4
C4085,Joe,2021-03-11,10:00,Streaming,Y,Y,17,4
C4086,Greg,2021-03-11,10:30,Admin Support,Y,Y,35,4
C4087,Diane,2021-03-11,15:48,Payment related,Y,Y,108,5
C4088,Jim,2021-03-11,12:05,Streaming,Y,Y,80,2
C4089,Greg,2021-03-11,11:34,Payment related,Y,N,41,5
C4090,Jim,2021-03-11,08:26,Contract related,Y,Y,19,3
C4091,Jim,2021-03-11,15:14,Payment related,Y,Y,33,5
C4092,Joe,2021-03-11,14:12,Technical Support,Y,Y,70,5
C4093,Jim,2021-03-11,10:35,Contract related,Y,Y,65,3
C4094,Becky,2021-03-11,12:57,Payment related,N,,210,
C4095,Jim,2021-03-11,15:19,Streaming,N,,182,
C4096,Greg,2021-03-11,12:58,Streaming,Y,Y,65,3
C4097,Greg,2021-03-11,13:01,Technical Support,Y,Y,27,3
C4098,Becky,2021-03-11,15:31,Technical Support,Y,Y,103,3
C4099,Greg,2021-03-11,08:08,Streaming,Y,Y,17,4
C4100,Becky,2021-03-11,17:26,Streaming,Y,Y,57,5
C4101,Dan,2021-03-11,15:23,Payment related,Y,Y,116,5
C4102,Diane,2021-03-11,17:20,Contract related,Y,Y,45,4
C4103,Greg,2021-03-11,11:03,Technical Support,Y,N,110,5
C4104,Jim,2021-03-11,10:23,Admin Support,Y,N,114,3
C4105,Becky,2021-03-11,11:32,Admin Support,Y,Y,85,4
C4106,Martha,2021-03-11,12:14,Contract related,Y,Y,45,1
C4107,Jim,2021-03-11,17:22,Payment related,Y,Y,84,4
C4108,Greg,2021-03-11,16:54,Admin Support,Y,Y,43,4
C4109,Greg,2021-03-11,15:44,Payment related,Y,N,20,3
C4110,Becky,2021-03-11,16:36,Technical Support,Y,Y,26,2
C4111,Diane,2021-03-11,10:28,Streaming,Y,Y,67,5
C4112,Stewart,2021-03-11,13:16,Admin Support,Y,Y,64,1
C4113,Stewart,2021-03-11,14:57,Contract related,Y,N,19,5
C4114,Dan,2021-03-11,10:22,Streaming,Y,Y,105,4
C4115,Jim,2021-03-11,15:03,Contract related,Y,Y,102,5
C4116,Diane,2021-03-11,10:32,Streaming,N,,213,
C4117,Martha,2021-03-11,11:57,Payment related,Y,N,88,4
C4118,Dan,2021-03-11,14:36,Technical Support,Y,N,104,4
C4119,Diane,2021-03-11,09:50,Streaming,Y,N,81,4
C4120,Stewart,2021-03-11,16:09,Payment related,N,,221,
C4121,Becky,2021-03-11,16:32,Technical Support,Y,N,48,5
C4122,Becky,2021-03-11,17:29,Payment related,Y,N,87,1
C4123,Joe,2021-03-11,08:15,Payment related,Y,N,115,5
C4124,Greg,2021-03-11,15:19,Technical Support,Y,Y,47,5
C4125,Jim,2021-03-11,11:07,Technical Support,Y,N,110,4
C4126,Stewart,2021-03-11,12:49,Technical Support,Y,N,60,5
C4127,Jim,2021-03-11,10:25,Contract related,Y,Y,89,4
C4128,Stewart,2021-03-11,13:58,Contract related,Y,N,109,2
C4129,Becky,2021-03-11,16:45,Technical Support,N,,207,
C4130,Joe,2021-03-11,13:14,Technical Support,Y,N,24,4
C4131,Diane,2021-03-11,14:52,Contract related,Y,Y,103,3
C4132,Martha,2021-03-11,17:41,Admin Support,N,,209,
C4133,Diane,2021-03-11,17:06,Technical Support,Y,Y,77,4
C4134,Dan,2021-03-11,11:37,Streaming,Y,Y,56,3
C4135,Becky,2021-03-11,11:12,Payment related,Y,Y,85,4
C4136,Dan,2021-03-11,15:46,Streaming,Y,N,120,5
C4137,Joe,2021-03-12,11:10,Streaming,Y,Y,118,2
C4138,Greg,2021-03-12,14:09,Payment related,Y,Y,31,3
C4139,Greg,2021-03-12,13:04,Technical Support,Y,N,89,3
C4140,Stewart,2021-03-12,12:23,Payment related,N,,155,
C4141,Jim,2021-03-12,17:09,Streaming,Y,Y,39,4
C4142,Stewart,2021-03-12,11:59,Payment related,Y,N,29,5
C4143,Diane,2021-03-12,10:36,Contract related,Y,N,33,4
C4144,Jim,2021-03-12,15:50,Admin Support,Y,Y,66,2
C4145,Dan,2021-03-12,10:55,Contract related,Y,Y,105,4
C4146,Greg,2021-03-12,12:18,Technical Support,Y,Y,15,5
C4147,Stewart,2021-03-12,12:20,Payment related,Y,N,42,5
C4148,Joe,2021-03-12,12:31,Technical Support,Y,N,54,5
C4149,Dan,2021-03-12,11:41,Technical Support,N,,174,
C4150,Jim,2021-03-12,14:38,Technical Support,N,,154,
C4151,Diane,2021-03-12,08:11,Technical Support,Y,Y,119,5
C4152,Jim,2021-03-12,17:27,Streaming,Y,Y,87,4
C4153,Jim,2021-03-12,17:43,Technical Support,Y,Y,70,4
C4154,Martha,2021-03-12,17:01,Contract related,Y,Y,22,3
C4155,Greg,2021-03-12,16:16,Payment related,Y,Y,35,5
C4156,Martha,2021-03-12,12:46,Payment related,Y,Y,102,5
C4157,Martha,2021-03-12,14:40,Payment related,Y,N,115,4
C4158,Stewart,2021-03-12,10:00,Streaming,Y,Y,68,1
C4159,Dan,2021-03-12,09:35,Contract related,Y,Y,71,5
C4160,Jim,2021-03-12,10:49,Technical Support,Y,Y,109,4
C4161,Dan,2021-03-12,16:50,Contract related,N,,157,
C4162,Dan,2021-03-12,12:09,Payment related,Y,Y,110,1
C4163,Becky,2021-03-12,09:10,Contract related,Y,N,48,4
C4164,Stewart,2021-03-12,12:32,Streaming,N,,212,
C4165,Becky,2021-03-12,12:54,Admin Support,N,,232,
C4166,Greg,2021-03-12,12:53,Technical Support,Y,Y,119,5
C4167,Diane,2021-03-12,10:29,Technical Support,Y,Y,78,4
C4168,Joe,2021-03-12,14:00,Streaming,Y,Y,68,3
C4169,Jim,2021-03-12,13:49,Contract related,Y,N,80,4
C4170,Dan,2021-03-12,13:58,Technical Support,Y,Y,116,4
C4171,Becky,2021-03-12,13:09,Payment related,Y,Y,63,3
C4172,Stewart,2021-03-12,13:00,Streaming,Y,Y,69,1
C4173,Becky,2021-03-12,12:45,Technical Support,Y,Y,103,5
C4174,Greg,2021-03-12,14:24,Contract related,N,,223,
C4175,Martha,2021-03-12,16:40,Streaming,Y,Y,30,5
C4176,Dan,2021-03-12,15:16,Payment related,Y,N,101,5
C4177,Jim,2021-03-12,09:25,Streaming,Y,N,86,5
C4178,Joe,2021-03-12,14:33,Streaming,Y,Y,103,4
C4179,Joe,2021-03-12,15:25,Contract related,Y,Y,76,4
C4180,Joe,2021-03-12,10:03,Admin Support,Y,Y,69,5
C4181,Joe,2021-03-12,14:46,Payment related,Y,Y,52,4
C4182,Martha,2021-03-12,15:20,Streaming,N,,223,
C4183,Joe,2021-03-12,17:03,Streaming,Y,Y,61,1
C4184,Jim,2021-03-12,10:23,Streaming,Y,Y,35,5
C4185,Dan,2021-03-12,17:14,Streaming,Y,Y,94,5
C4186,Joe,2021-03-12,13:57,Technical Support,Y,Y,99,5
C4187,Becky,2021-03-12,12:14,Technical Support,N,,207,
C4188,Dan,2021-03-12,15:16,Technical Support,Y,Y,93,5
C4189,Dan,2021-03-12,11:41,Streaming,Y,Y,59,5
C4190,Jim,2021-03-12,11:18,Contract related,Y,N,26,5
C4191,Joe,2021-03-12,17:15,Contract related,N,,248,
C4192,Becky,2021-03-12,11:28,Admin Support,Y,Y,115,5
C4193,Martha,2021-03-12,13:34,Payment related,N,,248,
C4194,Stewart,2021-03-12,17:53,Technical Support,Y,N,73,3
C4195,Stewart,2021-03-12,15:51,Technical Support,Y,Y,80,2
C4196,Jim,2021-03-12,11:39,Technical Support,Y,N,58,4
C4197,Jim,2021-03-12,10:47,Payment related,Y,Y,18,4
C4198,Diane,2021-03-12,14:27,Streaming,Y,Y,33,5
C4199,Martha,2021-03-12,15:06,Contract related,Y,N,104,4
C4200,Martha,2021-03-12,16:55,Contract related,Y,Y,80,4
C4201,Stewart,2021-03-12,15:46,Payment related,N,,159,
C4202,Becky,2021-03-12,11:52,Streaming,Y,Y,99,4
C4203,Greg,2021-03-12,15:41,Payment related,N,,151,
C4204,Becky,2021-03-13,16:09,Technical Support,Y,N,78,4
C4205,Stewart,2021-03-13,10:21,Technical Support,N,,255,
C4206,Joe,2021-03-13,14:55,Contract related,Y,Y,93,3
C4207,Greg,2021-03-13,09:48,Technical Support,Y,Y,84,3
C4208,Greg,2021-03-13,11:00,Streaming,Y,Y,28,4
C4209,Joe,2021-03-13,14:16,Contract related,N,,160,
C4210,Joe,2021-03-13,11:05,Streaming,Y,Y,49,4
C4211,Dan,2021-03-13,10:53,Technical Support,N,,257,
C4212,Joe,2021-03-13,12:58,Payment related,Y,Y,75,4
C4213,Greg,2021-03-13,11:32,Contract related,Y,N,45,3
C4214,Dan,2021-03-13,10:39,Payment related,Y,Y,42,4
C4215,Stewart,2021-03-13,16:00,Contract related,Y,Y,57,4
C4216,Diane,2021-03-13,09:44,Technical Support,N,,216,
C4217,Dan,2021-03-13,14:07,Admin Support,N,,217,
C4218,Joe,2021-03-13,11:18,Payment related,Y,N,59,4
C4219,Stewart,2021-03-13,17:04,Technical Support,Y,Y,31,5
C4220,Jim,2021-03-13,11:57,Contract related,N,,153,
C4221,Greg,2021-03-13,15:21,Technical Support,N,,179,
C4222,Dan,2021-03-13,10:02,Payment related,Y,N,45,3
C4223,Dan,2021-03-13,11:28,Admin Support,N,,241,
C4224,Martha,2021-03-13,15:31,Technical Support,Y,Y,53,4
C4225,Diane,2021-03-13,16:26,Contract related,Y,Y,95,2
C4226,Joe,2021-03-13,14:00,Technical Support,Y,N,84,5
C4227,Becky,2021-03-13,09:25,Streaming,Y,Y,94,5
C4228,Becky,2021-03-13,12:25,Streaming,Y,Y,52,2
C4229,Dan,2021-03-13,17:10,Technical Support,Y,Y,99,4
C4230,Jim,2021-03-13,14:27,Contract related,Y,N,49,4
C4231,Greg,2021-03-13,17:38,Streaming,Y,Y,103,5
C4232,Jim,2021-03-13,17:28,Technical Support,Y,Y,43,5
C4233,Joe,2021-03-13,10:39,Streaming,Y,N,41,5
C4234,Becky,2021-03-13,17:13,Contract related,Y,N,31,5
C4235,Joe,2021-03-13,17:47,Technical Support,Y,N,104,4
C4236,Dan,2021-03-13,12:30,Technical Support,Y,N,107,3
C4237,Joe,2021-03-13,08:58,Technical Support,Y,Y,25,5
C4238,Diane,2021-03-13,08:11,Admin Support,Y,Y,119,5
C4239,Stewart,2021-03-13,15:40,Technical Support,Y,Y,39,5
C4240,Joe,2021-03-14,16:54,Technical Support,Y,Y,47,4
C4241,Joe,2021-03-14,12:22,Streaming,N,,249,
C4242,Dan,2021-03-14,13:47,Streaming,Y,N,72,5
