CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-5613,Male,No,Yes,No,43,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,Yes,Electronic check,81.91,3543.11,No
CUST-5614,Female,No,Yes,No,11,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.31,589.71,Yes
CUST-5615,Male,No,Yes,No,45,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,One year,No,Electronic check,85.19,3877.11,No
CUST-5616,Female,No,Yes,No,21,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,65.2,1385.53,Yes
CUST-5617,Female,No,No,No,42,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,41.62,1762.07,No
CUST-5618,Female,No,No,No,8,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,74.38,642.99,Yes
CUST-5619,Female,Yes,No,No,65,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,77.93,5111.95,No
CUST-5620,Female,Yes,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,41.3,2995.07,No
CUST-5621,Female,Yes,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.71,187.59,Yes
CUST-5622,Female,No,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),35.63,429.72,No
CUST-5623,Male,No,No,Yes,29,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,48.04,1423.12,No
CUST-5624,Female,No,Yes,Yes,17,Yes,No,DSL,No,No,No,No,No internet service,Yes,One year,No,Electronic check,64.67,1130.7,No
CUST-5625,Female,Yes,No,No,30,No,No phone service,Fiber optic,No internet service,No,No,Yes,No,Yes,Two year,No,Electronic check,69.59,2085.59,No
CUST-5626,Male,No,Yes,No,15,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,43.49,654.53,Yes
CUST-5627,Female,No,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,73.94,3889.67,Yes
CUST-5628,Female,No,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.79,433.31,Yes
CUST-5629,Female,No,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.26,961.49,No
CUST-5630,Male,Yes,Yes,Yes,9,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,47.1,441.14,Yes
CUST-5631,Female,No,Yes,No,61,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,88.04,5365.52,No
CUST-5632,Female,No,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,46.01,597.65,No
CUST-5633,Female,No,No,Yes,23,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.81,2088.08,Yes
CUST-5634,Male,No,No,No,72,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),82.44,5930.52,Yes
CUST-5635,Female,Yes,Yes,No,13,Yes,No,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),41.25,574.95,No
CUST-5636,Male,No,No,No,26,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),87.97,2329.8,No
CUST-5637,Male,No,No,No,34,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),79.7,2729.63,No
CUST-5638,Male,No,No,No,22,No,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,One year,Yes,Electronic check,55.06,1250.87,Yes
CUST-5639,Male,Yes,No,No,16,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,65.83,1044.68,No
CUST-5640,Male,No,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.47,1373.16,No
CUST-5641,Male,No,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,17.2,615.94,No
CUST-5642,Male,No,No,No,1,Yes,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.38,80.04,Yes
CUST-5643,Female,No,No,No,24,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.0,1280.22,No
CUST-5644,Female,No,Yes,No,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.3,1263.17,Yes
CUST-5645,Male,No,No,No,70,No,No phone service,DSL,No internet service,No,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),50.84,3576.79,No
CUST-5646,Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,75.25,1203.67,Yes
CUST-5647,Male,No,Yes,No,43,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,No,One year,Yes,Electronic check,64.69,2781.14,No
CUST-5648,Male,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.28,420.5,Yes
CUST-5649,Female,No,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.77,1652.62,Yes
CUST-5650,Female,No,No,No,1,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,92.7,127.19,Yes
CUST-5651,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),99.35,544.67,Yes
CUST-5652,Male,No,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),94.44,2061.17,No
CUST-5653,Male,Yes,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),37.53,1693.94,No
CUST-5654,Female,No,Yes,Yes,40,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,65.95,2624.55,Yes
CUST-5655,Female,No,No,No,46,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Electronic check,57.6,2647.49,No
CUST-5656,Male,Yes,Yes,Yes,18,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,79.3,1466.9,Yes
CUST-5657,Female,No,No,No,47,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,One year,Yes,Mailed check,87.64,4104.84,No
CUST-5658,Female,No,No,No,19,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.98,579.74,Yes
CUST-5659,Male,Yes,Yes,No,61,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.31,1537.81,No
CUST-5660,Female,No,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.41,55.79,Yes
CUST-5661,Female,No,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.86,757.32,Yes
CUST-5662,Male,No,Yes,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,17.05,330.9,No
CUST-5663,Male,Yes,Yes,No,48,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,65.65,3196.8,No
CUST-5664,Female,Yes,Yes,No,9,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,67.11,591.13,No
CUST-5665,Female,No,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),49.76,2392.58,No
CUST-5666,Male,Yes,No,No,15,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),45.44,692.09,No
CUST-5667,Male,Yes,Yes,No,4,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.46,109.66,Yes
CUST-5668,Male,No,No,No,20,Yes,Yes,DSL,No,No,No,No,No,No internet service,One year,No,Electronic check,64.52,1307.76,Yes
CUST-5669,Male,No,Yes,No,17,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),88.31,1513.5,Yes
CUST-5670,Male,No,No,Yes,11,No,No phone service,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,65.07,711.01,Yes
CUST-5671,Female,Yes,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,72.4,2194.75,No
CUST-5672,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.77,131.72,Yes
CUST-5673,Male,No,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.85,47.63,No
CUST-5674,Male,No,No,Yes,58,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Two year,Yes,Mailed check,92.66,5410.83,No
CUST-5675,Male,Yes,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.39,215.38,Yes
CUST-5676,Male,Yes,No,No,3,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.48,214.29,Yes
CUST-5677,Female,No,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.98,612.77,Yes
CUST-5678,Male,Yes,No,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,95.23,471.8,Yes
CUST-5679,Female,No,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,One year,Yes,Mailed check,74.92,2259.6,No
CUST-5680,Female,No,No,Yes,22,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,94.23,2114.11,Yes
CUST-5681,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.29,449.54,Yes
CUST-5682,Female,No,Yes,No,43,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,98.48,4270.3,No
CUST-5683,Female,Yes,No,No,8,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,84.65,677.67,Yes
CUST-5684,Female,No,Yes,Yes,9,Yes,Yes,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),67.76,624.56,No
CUST-5685,Male,Yes,Yes,No,17,Yes,No,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),66.51,1129.42,No
CUST-5686,Female,No,No,No,20,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,91.28,1827.31,No
CUST-5687,Male,No,Yes,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.15,123.52,No
CUST-5688,Male,No,No,Yes,23,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,45.72,1043.92,No
CUST-5689,Male,Yes,Yes,No,20,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,73.57,1490.77,No
CUST-5690,Female,No,Yes,No,44,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,One year,No,Mailed check,60.06,2642.23,No
CUST-5691,Male,Yes,Yes,No,17,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,One year,No,Electronic check,68.79,1217.9,No
CUST-5692,Female,No,No,No,40,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Electronic check,96.79,3908.94,No
CUST-5693,Male,No,Yes,No,18,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Mailed check,65.24,1185.21,No
CUST-5694,Male,No,Yes,No,9,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),98.01,931.98,No
CUST-5695,Male,No,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.37,705.2,No
CUST-5696,Female,No,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,90.04,3350.27,No
CUST-5697,Male,No,Yes,No,6,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),77.81,450.22,Yes
CUST-5698,Male,Yes,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,90.03,860.26,Yes
CUST-5699,Female,No,No,Yes,72,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,Two year,No,Mailed check,48.71,3530.59,No
CUST-5700,Male,No,Yes,No,32,No,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),95.44,3092.21,Yes
CUST-5701,Female,No,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.55,423.02,Yes
CUST-5702,Female,Yes,No,No,20,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,76.16,1520.05,Yes
CUST-5703,Male,No,Yes,No,42,No,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,51.31,2173.17,No
CUST-5704,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.3,264.97,No
CUST-5705,Male,No,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Two year,No,Mailed check,89.73,5136.58,No
CUST-5706,Female,No,No,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),79.09,1603.02,Yes
CUST-5707,Female,Yes,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.83,1157.99,No
CUST-5708,Female,No,No,No,30,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,One year,No,Credit card (automatic),66.09,1974.7,No
CUST-5709,Male,No,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.41,713.19,No
CUST-5710,Female,No,No,No,15,No,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,83.74,1279.19,No
CUST-5711,Female,No,No,No,7,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.18,532.12,Yes
CUST-5712,Male,Yes,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),81.56,2720.39,No
CUST-5713,Male,No,No,Yes,27,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),85.35,2303.54,No
CUST-5714,Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),76.75,2289.64,No
CUST-5715,Male,No,Yes,Yes,71,Yes,Yes,DSL,No,No internet service,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),55.16,3941.62,Yes
CUST-5716,Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),72.38,3811.22,No
CUST-5717,Female,Yes,Yes,No,10,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),78.44,778.37,Yes
CUST-5718,Female,No,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,94.84,4270.12,No
CUST-5719,Male,No,No,No,14,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,45.84,687.99,Yes
CUST-5720,Female,Yes,No,No,5,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.12,480.2,No
CUST-5721,Male,No,Yes,No,12,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,68.48,823.41,Yes
CUST-5722,Male,No,No,No,23,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),79.38,1810.24,No
CUST-5723,Female,No,Yes,No,35,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),58.17,2029.61,No
CUST-5724,Female,No,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),38.11,370.27,Yes
CUST-5725,Male,No,No,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.27,1155.49,Yes
CUST-5726,Male,Yes,No,No,23,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,70.07,1652.75,No
CUST-5727,Male,No,Yes,No,23,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,96.47,2204.02,No
CUST-5728,Female,No,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.72,528.22,Yes
CUST-5729,Male,No,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,47.54,1163.04,No
CUST-5730,Female,No,No,Yes,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.5,1220.33,Yes
CUST-5731,Female,No,No,No,1,No,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),56.54,58.41,Yes
CUST-5732,Male,No,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.31,1013.35,Yes
CUST-5733,Male,No,No,Yes,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),53.32,618.67,No
CUST-5734,Male,No,Yes,No,22,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,75.15,1656.54,No
CUST-5735,Male,Yes,No,No,34,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No,One year,Yes,Mailed check,56.64,1906.28,No
CUST-5736,Male,No,Yes,Yes,27,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Credit card (automatic),90.47,2439.0,No
CUST-5737,Male,No,Yes,No,63,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.34,5144.31,Yes
CUST-5738,Male,No,No,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),73.6,2460.03,No
CUST-5739,Female,No,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,43.31,51.04,Yes
CUST-5740,Male,Yes,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,77.39,1042.37,Yes
CUST-5741,Female,No,Yes,No,40,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,69.05,2747.9,No
CUST-5742,Male,No,Yes,No,70,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Electronic check,83.06,5835.8,No
CUST-5743,Male,Yes,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.62,399.87,No
CUST-5744,Male,No,No,No,42,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,One year,Yes,Electronic check,66.21,2777.21,No
CUST-5745,Female,No,Yes,Yes,23,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,86.41,2007.04,Yes
CUST-5746,Female,No,No,No,70,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),45.37,3160.9,No
CUST-5747,Female,No,No,No,48,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),60.73,2962.92,No
CUST-5748,Female,No,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,66.19,691.83,Yes
CUST-5749,Male,No,No,No,25,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.37,2304.05,No
CUST-5750,Male,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),98.26,1019.39,Yes
CUST-5751,Female,No,No,No,17,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.28,1010.92,Yes
CUST-5752,Male,Yes,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.59,108.46,Yes
CUST-5753,Female,No,Yes,Yes,19,Yes,No,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.28,1642.52,Yes
CUST-5754,Male,No,No,No,23,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,85.16,2008.4,Yes
CUST-5755,Female,No,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,16.81,427.82,No
CUST-5756,Male,Yes,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.64,518.41,Yes
CUST-5757,Male,No,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),15.01,139.94,No
CUST-5758,Male,No,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.07,803.78,No
CUST-5759,Female,No,Yes,Yes,2,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.34,240.73,Yes
CUST-5760,Female,Yes,No,No,3,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,99.65,313.7,Yes
CUST-5761,Male,Yes,Yes,No,1,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.89,74.21,Yes
CUST-5762,Female,No,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,No,Credit card (automatic),67.99,2767.86,Yes
CUST-5763,Female,No,No,No,20,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),97.66,1942.51,Yes
CUST-5764,Male,No,No,No,16,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,50.38,800.49,Yes
CUST-5765,Female,No,No,No,13,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,80.92,1101.81,Yes
CUST-5766,Female,No,Yes,No,18,No,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),51.28,910.34,Yes
CUST-5767,Male,No,Yes,No,35,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,Yes,One year,No,Electronic check,49.29,1745.09,No
CUST-5768,Female,No,No,No,16,Yes,No phone service,DSL,No,Yes,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),73.69,1190.02,No
CUST-5769,Male,No,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.92,914.66,No
CUST-5770,Male,No,Yes,No,12,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.0,888.42,Yes
CUST-5771,Male,No,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,79.21,1149.7,No
CUST-5772,Female,No,No,Yes,44,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,No,Bank transfer (automatic),98.61,4348.1,No
CUST-5773,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,54.37,46.79,No
CUST-5774,Female,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.34,810.28,No
CUST-5775,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),93.12,687.86,Yes
CUST-5776,Female,Yes,Yes,Yes,55,No,No phone service,Fiber optic,Yes,No,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),73.63,4090.09,No
CUST-5777,Male,Yes,No,No,14,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),95.55,1367.51,No
CUST-5778,Female,No,No,No,17,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.44,1452.61,No
CUST-5779,Female,Yes,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.15,322.02,Yes
CUST-5780,Female,No,No,Yes,52,Yes,No,DSL,No internet service,Yes,No,Yes,No,No internet service,Two year,No,Mailed check,49.29,2594.46,No
